book_name,chapter_id,entry_id,date,sentence,Positive_score,Positive_pred,Negative_score,Negative_pred,Neutral_score,Neutral_pred,positive,negative,neutral,immigration
SofS,c05,chc05_e8,"August 10, 1847","New children arrive almost daily and are in need of good food and clean clothes, so there is always much to do.",0.5279823,1,0.6382108,1,0.3561999,0,,,,
SofS,c04,chc04_e5,"July 12, 1847",A glance at the poor wretches closest to me showed me that they lay in their own waste.,0.11748853,0,0.63761616,1,0.51657844,1,,,,
SofS,c09,chc09_e11,"December 13, 1847","As soon as Michael realized I was NOT dead, he travelled to Montreal, hoping that the nuns would know where I was.",0.81307024,1,0.6368432,1,0.2797434,0,,,,
SofS,c04,chc04_e15,"July 24, 1847","I scrubbed until my arms ached, my hands were as wrinkled as a crone’s, and my feet felt like two great rocks.",0.07728196,0,0.6365241,1,0.5637104,1,,,,
SofS,c02,chc02_e2,"May 3, 1847","One by one her precious little store of books left her by her own da, my dear grandda, vanished — all save this little one that I am writing in.",0.3826484,0,0.63645184,1,0.43091732,0,,,,
SofS,c03,chc03_e3,"June 5, 1847",What if there was a fever on Anna’s ship?,0.11150638,0,0.6362855,1,0.59815514,1,,,,
SofS,c02,chc02_e7,"May 10, 1847","In fact, I was glad to go up today so that I could breathe some fresh air.",0.8373501,1,0.63565516,1,0.262528,0,,,,
SofS,c04,chc04_e10,"July 17, 1847",He is all I have left.,0.41012827,0,0.6353866,1,0.46913013,0,,,,
SofS,c08,chc08_e9,"November 30, 1847","Indeed, I find it strange to be here without them.",0.5001654,1,0.63520205,1,0.38252583,0,,,,
SofS,c05,chc05_e20,"August 26, 1847","I watched as we crossed the city and took the ferry across the St. Lawrence River, and later on the Richelieu.",0.9000148,1,0.63353837,1,0.22511515,0,,,,
SofS,c07,chc07_e14,"October 26, 1847",Our days pass in quiet industry.,0.82500625,1,0.63259083,1,0.2573067,0,,,,
SofS,c03,chc03_e6,"June 10, 1847",I never noticed how much space Patrick took up in our lives.,0.80808735,1,0.6315537,1,0.30465835,0,0,1,0,0
SofS,c07,chc07_e11,"October 19, 1847",Michael had been gone for so long without a word of news.,0.3823616,0,0.63141775,1,0.44066042,0,,,,
SofS,c08,chc08_e5,"November 16, 1847","While children enjoy my stories, grown-ups in this country do not seem to approve.",0.67343974,1,0.6292797,1,0.34000492,0,,,,
SofS,c02,chc02_e16,"May 21, 1847",And to think that some of these grumblers were starving little more than a fortnight ago!,0.20533362,0,0.62745774,1,0.46046987,0,,,,
SofS,c06,chc06_e15,"September 27, 1847",She is reading one now about a Scotsman named Mungo Park who visited the deepest parts of Africa.,0.64337146,1,0.62650645,1,0.35043055,0,,,,
SofS,c08,chc08_e2,"November 6, 1847","The sky was as grey as stone yesterday morning, but the air was not as cold as it has been.",0.32734936,0,0.6249958,1,0.37386927,0,,,,
SofS,c04,chc04_e12,"July 19, 1847","Her first words to me were, “I am sorry, Johanna.” I drew in a deep breath to prepare myself for what was to come, for if she had good news for me she would not say she was sorry and she would not have looked so sad.",0.29297137,0,0.6243056,1,0.4436384,0,,,,
SofS,c02,chc02_e5,"May 8, 1847",I sat on the ground and nearly had the life crushed out of me by a great horse of a girl.,0.07132626,0,0.6242502,1,0.6315461,1,,,,
SofS,c03,chc03_e16,"June 22, 1847",I was so worried about Ma and afraid of what might happen to her that I cried until Michael lost patience and told me I must be strong.,0.23766756,0,0.6241273,1,0.53164876,1,,,,
SofS,c03,chc03_e11,"June 15, 1847","“That is called Cape Breton,” Da said, “from when the French were here.",0.8850394,1,0.62331957,1,0.23179828,0,,,,
SofS,c07,chc07_e4,"October 9, 1847","I would never say so to Mrs. Hall, but she seems to weaken with every bout of fever.",0.15636009,0,0.62307835,1,0.55477726,1,,,,
SofS,c02,chc02_e22,"May 30, 1847",Someone else muttered about being flung into the brine like rotten sheep into a pit.,0.047107644,0,0.62211204,1,0.65098846,1,0,1,0,1
SofS,c06,chc06_e15,"September 27, 1847",I could have wept with joy.,0.24727604,0,0.61805445,1,0.5158975,1,,,,
SofS,c04,chc04_e1,"July 3, 1847","Tears sprang to his eyes when he heard Michael’s news, and his fingers went to the St. Joseph medal around his neck as he mouthed a prayer for Ma.",0.6255856,1,0.6180493,1,0.35782683,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",Michael scrambled from our berth to lend his hand to the task.,0.7704172,1,0.61712205,1,0.32636803,0,,,,
SofS,c05,chc05_e12,"August 14, 1847","I make myself useful there, and it reminds me that there are many in this world who are worse off than I.",0.58226776,1,0.6166285,1,0.3482734,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",The storm came upon us like an army of banshees.,0.46737942,0,0.6162964,1,0.37783986,0,,,,
SofS,c03,chc03_e21,"June 28, 1847","Or, rather, I should say that he was wrenched from Connor’s arms, for Connor did not want to let him go, saying that he would die in that hospital for certain.",0.2287122,0,0.61410886,1,0.51408863,1,,,,
SofS,c03,chc03_e14,"June 18, 1847","We have reached Quebec City, which is on the north shore of the St. Lawrence River, and the captain has ordered a general cleanup.",0.8590887,1,0.61397177,1,0.26158354,0,0,0,1,1
SofS,c02,chc02_e5,"May 8, 1847","She was as heavy as a cartload of potatoes when she fell on me, and I know I will be bruised all over.",0.08134055,0,0.6126029,1,0.61951923,1,,,,
SofS,c06,chc06_e10,"September 21, 1847","We shouted out every name we knew that began with those letters, but Fanny rejected any boy she knew with those names and wanted to try again.",0.6681452,1,0.61248285,1,0.34928927,0,,,,
SofS,c05,chc05_e19,"August 25, 1847","On the way he asked me to tell my story, and I did, from the time we set sail, to my time at Mrs. Johnson’s, and my hope that Mrs. Hall would turn out to be a better employer.",0.81915087,1,0.61178637,1,0.28653625,0,,,,
SofS,c07,chc07_e8,"October 13, 1847","I think perhaps her parents forget that she, too, has lost someone dear to her.",0.27337974,0,0.6117073,1,0.4984898,0,,,,
SofS,c01,chc01_e1,"April 30, 1847",Da reminds her that his bother Liam is in Canada and will surely help us.,0.8855683,1,0.61072576,1,0.28307685,0,,,,
SofS,c06,chc06_e4,"September 4, 1847","When I said I had, she asked so many questions about my family and my life back home that it made me quite melancholy.",0.4261707,0,0.6104208,1,0.46940672,0,,,,
SofS,c04,chc04_e1,"July 3, 1847",There was so little room that anyone who sat was in great danger of being trampled — not that I cared.,0.15235284,0,0.60946,1,0.55341166,1,,,,
SofS,c03,chc03_e21,"June 28, 1847","“He will die if he is not attended to,” the captain said.",0.16268648,0,0.6092759,1,0.55747926,1,,,,
SofS,c04,chc04_e5,"July 12, 1847","Tears filled my eyes as I walked up one row, peering into hollowed eyes and waxen faces, praying that I would find no one I knew.",0.10313027,0,0.609236,1,0.53208935,1,,,,
SofS,c02,chc02_e14,"May 19, 1847",What if it were overwhelmed by waves?,0.13213569,0,0.60920787,1,0.5835237,1,,,,
SofS,c06,chc06_e6,"September 10, 1847","Not only was it unending work to keep them fed, but it was a great expense.",0.18400383,0,0.60690975,1,0.5169116,1,,,,
SofS,c02,chc02_e18,"May 23, 1847","His face was pale, but he whistled a fine tune for his babies while Mrs. Tattersall was above deck making stirabout.",0.7011997,1,0.6055077,1,0.34517124,0,,,,
SofS,c05,chc05_e21,"August 31, 1847",I slept three nights ago in my very own room for the first time ever with my very own bed and a mattress filled with straw.,0.36952996,0,0.6045434,1,0.46630153,0,,,,
SofS,c02,chc02_e18,"May 23, 1847",The captain came again with his medicine.,0.3790223,0,0.60328335,1,0.48298272,0,,,,
SofS,c08,chc08_e5,"November 16, 1847",At last her impatient father marries her off to the ugliest and lowliest man in the kingdom.,0.108087525,0,0.60093504,1,0.60540855,1,,,,
SofS,c07,chc07_e1,"October 2, 1847",I am stealing a few moments to write before sleep gets the better of me.,0.10706312,0,0.60053307,1,0.60648966,1,,,,
SofS,c05,chc05_e20,"August 26, 1847","The house is far from any town — it is a walk of several hours to get to Sherbrooke — or any neighbour other than the Fentons, but it is clean and bright and pretty.",0.72878575,1,0.600018,1,0.30763876,0,,,,
SofS,c03,chc03_e18,"June 24, 1847","Ma is not among them, for which I am thankful.",0.4414397,0,0.59829503,1,0.432084,0,,,,
SofS,c02,chc02_e6,"May 9, 1847",On some days we will get ship’s biscuit.,0.74362963,1,0.5965237,1,0.33038133,0,0,0,1,1
SofS,c08,chc08_e6,"November 19, 1847",And with the wail of the banshee I had heard … Someone was going to die.,0.22866878,0,0.59583694,1,0.5154294,1,,,,
SofS,c01,chc01_e1,"April 30, 1847",He says it is our only hope.,0.81129783,1,0.595169,1,0.32552177,0,,,,
SofS,c03,chc03_e9,"June 13, 1847",Ma stayed in the berth all day with her face to the wall and did not even attend services.,0.091478854,0,0.5948048,1,0.6156983,1,,,,
SofS,c03,chc03_e21,"June 28, 1847",The captain has ordered him locked up until we leave the ship tomorrow.,0.6148036,1,0.5937664,1,0.3953742,0,,,,
SofS,c05,chc05_e16,"August 21, 1847","She is English and, hearing of so many orphans advertised for service, had come to look for a girl.",0.58142614,1,0.5919469,1,0.3974146,0,,,,
SofS,c03,chc03_e20,"June 26, 1847",Connor had gone ashore to look for his ma.,0.49161887,0,0.5917907,1,0.46093237,0,,,,
SofS,c05,chc05_e15,"August 20, 1847",The new arrivals continue to be adopted by generous families.,0.8213041,1,0.5909799,1,0.29241422,0,,,,
SofS,c05,chc05_e11,"August 13, 1847","I left the poor woman at the sheds, where she was told that there was no food to be had at the moment.",0.08350901,0,0.5907599,1,0.6155751,1,,,,
SofS,c09,chc09_e11,"December 13, 1847","“He likes to say he’s an honest man,” Connor told me, “even though he got his start in this country as a thief.",0.696278,1,0.58917314,1,0.36730388,0,,,,
SofS,c03,chc03_e5,"June 9, 1847","Over and over again she mumbles to herself, “If only … if only.” Da had to coax Patrick from her arms.",0.16649508,0,0.58845454,1,0.58906674,1,,,,
SofS,c04,chc04_e17,"July 26, 1847","I heard them laughing long after they had reached the top, and a terrible pain stabbed my heart.",0.33230796,0,0.5880602,1,0.45047128,0,,,,
SofS,c04,chc04_e1,"July 3, 1847",I decided that I must be in the shed for the sickest patients for whom there is no hope.,0.26600057,0,0.58786035,1,0.4936562,0,,,,
SofS,c09,chc09_e2,"December 2, 1847",I have more than I had when I arrived only a few months ago.,0.6805293,1,0.5872132,1,0.37800536,0,,,,
SofS,c05,chc05_e14,"August 19, 1847",The older children seem glad to have someone from home to tell them about this new country.,0.9148379,1,0.58706003,1,0.24286349,0,1,0,0,1
SofS,c05,chc05_e19,"August 25, 1847",I stood back gratefully to let a lad guide the cart around the snag.,0.51556283,1,0.58493936,1,0.42612046,0,,,,
SofS,c04,chc04_e17,"July 26, 1847","“Nonsense,” he declared, gathering Matthew and Nellie, who is seven, into his arms and carrying them up the stairs, trailed by Peggy, the eldest.",0.7670667,1,0.5839519,1,0.32989958,0,,,,
SofS,c05,chc05_e19,"August 25, 1847",The man it belonged to had already passed.” Tears sprang to my eyes at the thought of my da lying in that terrible place.,0.046900272,0,0.5825862,1,0.6951449,1,,,,
SofS,c05,chc05_e15,"August 20, 1847",Mother Superior insists that the babies be clean at all times so as to reassure those who are charitable enough to take them that they are not ill and carry no infection.,0.2883644,0,0.58144796,1,0.500793,1,,,,
SofS,c03,chc03_e15,"June 21, 1847","Before the doctor passed the end of the first row, two more were plucked from our ranks to be sent to the hospital.",0.5969468,1,0.5807202,1,0.38263395,0,,,,
SofS,c03,chc03_e2,"June 3, 1847",I heard her whisper to Da that he has lost his appetite and feels hot to the touch.,0.1453604,0,0.5800113,1,0.6210044,1,,,,
SofS,c08,chc08_e4,"November 14, 1847","“A year which, she never omits to mention, was no fault of their own.",0.30469906,0,0.57961595,1,0.50138515,1,,,,
SofS,c08,chc08_e5,"November 16, 1847","“Because I wanted you to love me for myself,” he replied, “and not for what I possess or how I look.” Lucy was pleased to learn that the two lived happily ever after and had two lovely daughters and two brave sons.",0.79464495,1,0.57931274,1,0.29935876,0,,,,
SofS,c09,chc09_e6,"December 7, 1847","Mr. Hall had tried to pour himself some water from a pitcher on a small table beside his bed, but his left arm — his only arm — is weak and he dropped the pitcher.",0.069985904,0,0.5785183,1,0.6536062,1,,,,
SofS,c04,chc04_e8,"July 15, 1847","I had not been an orphan when I first set foot in this house, but I entered now as one.",0.6852111,1,0.5774979,1,0.36268595,0,,,,
SofS,c04,chc04_e8,"July 15, 1847",I remembered the first poor soul I had seen and how I could not tell at first if it was man or woman.,0.07322095,0,0.57722074,1,0.6477055,1,,,,
SofS,c09,chc09_e11,"December 13, 1847",The news of Michael had been like a bright summer sun.,0.5652407,1,0.5766996,1,0.39944825,0,,,,
SofS,c09,chc09_e2,"December 2, 1847",It was as hard to say goodbye to her as it was to Anna.,0.15938942,0,0.57580537,1,0.58594066,1,,,,
SofS,c06,chc06_e13,"September 25, 1847","So am I, for seeing the wee thing so ill reminds me of Patrick, and that reminds me how much I miss Ma and Da and Michael.",0.20224449,0,0.5733741,1,0.5563349,1,,,,
SofS,c05,chc05_e9,"August 11, 1847",I said that perhaps God had protected me because he meant for me to help the less fortunate of my countrymen.,0.42492902,0,0.5733695,1,0.44835863,0,,,,
SofS,c02,chc02_e6,"May 9, 1847",I do not know what we are supposed to do when the weather is not fine.,0.4867859,0,0.5733278,1,0.42990705,0,0,0,1,1
SofS,c03,chc03_e4,"June 8, 1847",Uncle Liam says the air is clean and clear there.,0.82780254,1,0.5730855,1,0.31279942,0,1,0,0,1
SofS,c05,chc05_e20,"August 26, 1847",It is a wonder the wheels were not shaken off the wagon.,0.2613122,0,0.5729975,1,0.5021908,1,,,,
SofS,c04,chc04_e6,"July 13, 1847",He said he wanted to earn his keep and put money aside for when Da got back on his feet.,0.5128132,1,0.5715447,1,0.44082236,0,,,,
SofS,c09,chc09_e9,"December 10, 1847",I could never leave Michael.,0.1718632,0,0.57109636,1,0.6009553,1,,,,
SofS,c07,chc07_e16,"October 31, 1847",It makes me homesick to remember the bone fires that would burn at home.,0.26794595,0,0.5706907,1,0.5168002,1,,,,
SofS,c07,chc07_e11,"October 19, 1847",It is nice to have a place in the world.,0.9319698,1,0.5704198,1,0.24399206,0,1,0,0,1
SofS,c05,chc05_e20,"August 26, 1847","In some places the road consisted of logs laid side by side, making it far too spine-jarring to ride.",0.18354069,0,0.57014704,1,0.49428555,0,,,,
SofS,c07,chc07_e10,"October 17, 1847","It will keep my feet from getting so cold when I climb out of bed in the morning, and will brighten my room.",0.31646305,0,0.57002294,1,0.47904074,0,,,,
SofS,c02,chc02_e5,"May 8, 1847","The hold seemed large enough when we came down, but it filled quickly.",0.5969333,1,0.56907505,1,0.38488993,0,,,,
SofS,c03,chc03_e20,"June 26, 1847","“We can’t leave without Ma.” “Da will talk to the captain,” Michael said.",0.76586074,1,0.56845325,1,0.35660446,0,,,,
SofS,c02,chc02_e14,"May 19, 1847",The wind howled as it tore at the vessel.,0.11594718,0,0.5671171,1,0.58136296,1,,,,
SofS,c02,chc02_e5,"May 8, 1847",Ma insisted on a topmost berth.,0.5660841,1,0.56657994,1,0.43447033,0,,,,
SofS,c02,chc02_e22,"May 30, 1847","While we stood above deck after the service, someone spotted a shark.",0.6777886,1,0.5663035,1,0.37467515,0,0,1,0,1
SofS,c03,chc03_e14,"June 18, 1847",Those who are well will be quarantined.,0.14700377,0,0.5648736,1,0.57452536,1,0,0,1,1
SofS,c09,chc09_e11,"December 13, 1847","He stood when he saw me and looked me over and laughed, declaring that he would not have recognized me in such a fine dress and with meat on my bones for a change.",0.41941068,0,0.5632497,1,0.4603498,0,,,,
SofS,c04,chc04_e4,"July 10, 1847",Uncle Liam awaits news of us and we of him.,0.87224436,1,0.56180185,1,0.30391502,0,,,,
SofS,c08,chc08_e2,"November 6, 1847",How quiet and mysterious a house seems when it is cocooned in the white stuff.,0.29482248,0,0.5611021,1,0.51236093,1,,,,
SofS,c07,chc07_e5,"October 10, 1847","I miss them both, especially Patrick’s merry gurgles, which never failed to bring a smile to Ma’s face.",0.47072434,0,0.55962473,1,0.45888728,0,,,,
SofS,c08,chc08_e4,"November 14, 1847","Lucy ran to her, crying, and wrapped her arms around her mother’s legs, sobbing that Papa would be angry when he saw his watch chain.",0.14363478,0,0.5590411,1,0.61470425,1,,,,
SofS,c09,chc09_e4,"December 4, 1847","But now that things had changed, she was free to be with her niece and to welcome the new babe.",0.8871391,1,0.558585,1,0.2795148,0,,,,
SofS,c04,chc04_e7,"July 14, 1847","I was on my way to the sheds farthest from the road, which I had not yet been inside, when someone darted out and collided with me, sending me flying backward.",0.2648974,0,0.5583041,1,0.49669155,0,,,,
SofS,c08,chc08_e2,"November 6, 1847",He had come to check that all was well in Mr. Hall’s absence and laughed to see me so obviously relieved.,0.7969843,1,0.5581918,1,0.33786365,0,,,,
SofS,c04,chc04_e7,"July 14, 1847","It took me longer than I would like to admit to come to my senses and to shout after him, “Thief!",0.09799036,0,0.5564101,1,0.6233268,1,,,,
SofS,c04,chc04_e11,"July 18, 1847","He had come for Daniel and was in a great temper to find that he had been given away, as he put it, to a farm family.",0.23295614,0,0.5562322,1,0.5178143,1,,,,
SofS,c04,chc04_e15,"July 24, 1847",He says that Montreal is home to more than fifty thousand people.,0.8219098,1,0.5556484,1,0.34123063,0,,,,
SofS,c05,chc05_e19,"August 25, 1847","I felt sorry for him, for, like me, he had lost his family.",0.22216617,0,0.5540427,1,0.57861406,1,,,,
SofS,c02,chc02_e14,"May 19, 1847","I whispered one myself, for even though I was determined to be as brave as Da, the truth was that I was in terror.",0.22870114,0,0.553618,1,0.5604586,1,,,,
SofS,c02,chc02_e7,"May 10, 1847",I am not afraid to go up on the deck anymore.,0.25201565,0,0.55345523,1,0.54262376,1,,,,
SofS,c03,chc03_e17,"June 23, 1847","On our ship, those who are well have divided into two groups.",0.51057345,1,0.5525331,1,0.41533294,0,,,,
SofS,c05,chc05_e6,"August 8, 1847","There is no chance of becoming dear and close friends who know each other like sisters, the way Anna and I did.",0.55157745,1,0.55046225,1,0.40707493,0,0,1,0,0
SofS,c02,chc02_e15,"May 20, 1847","Some men, Da among them, have been helping the crew mend the rigging and the masts.",0.47171283,0,0.55025256,1,0.41434342,0,,,,
SofS,c02,chc02_e2,"May 3, 1847",Another tells of two families who died from eating the diseased carcass of a horse.,0.04201652,0,0.55008024,1,0.69686794,1,,,,
SofS,c01,chc01_e1,"April 30, 1847",Leaving is like being granted three wishes all at once.,0.38482141,0,0.54949486,1,0.49949357,0,,,,
SofS,c02,chc02_e6,"May 9, 1847","Finally, he said that we would receive one week’s rations at a time and that each family must take turns sending someone above to cook meals.",0.6773264,1,0.54947823,1,0.38286275,0,0,0,1,1
SofS,c09,chc09_e6,"December 7, 1847",How is he to manage now?,0.16069761,0,0.5470135,1,0.6081229,1,,,,
SofS,c07,chc07_e9,"October 15, 1847","Then she begs me to tell her stories, which I gladly do, for the silence of the house weighs heavily on me.",0.29541606,0,0.54592514,1,0.5294352,1,,,,
SofS,c09,chc09_e4,"December 4, 1847","I was almost in tears, torn between the kindness they both showed to me and the loss of Mrs. Lyons, who has been such a good friend.",0.28575858,0,0.545649,1,0.5210872,1,,,,
SofS,c02,chc02_e2,"May 3, 1847",Steamer is another fine word.,0.6978908,1,0.54276454,1,0.40247378,0,,,,
SofS,c09,chc09_e11,"December 13, 1847",He told me that Michael had left Montreal and gone back to Uncle Liam’s farm.,0.7872554,1,0.54217345,1,0.37592053,0,,,,
SofS,c04,chc04_e19,"July 28, 1847","His rudeness was rewarded: Not only did the fairies refuse to remove his hump, but they added Lusmore’s to his back as well and he went away worse off than when he arrived.",0.16720802,0,0.5418905,1,0.5678727,1,0,1,0,0
SofS,c01,chc01_e1,"April 30, 1847","For myself, I think of Anna going out there last year with her family.",0.72908837,1,0.5414354,1,0.41341838,0,,,,
SofS,c05,chc05_e18,"August 23, 1847",I said that this was a good idea but that I could not afford to pay for such a notice.,0.2317125,0,0.5410467,1,0.56865156,1,,,,
SofS,c03,chc03_e15,"June 21, 1847","Whenever there was a problem with the passengers, he sent for Da and listened when Da advised him on how to proceed.",0.35327128,0,0.540909,1,0.50851303,1,,,,
SofS,c08,chc08_e6,"November 19, 1847","The evening was starless because of the clouds, and there was no moon to be seen.",0.2753597,0,0.5397484,1,0.4659676,0,,,,
SofS,c09,chc09_e11,"December 13, 1847",But this news of Sister Marie-France was like black clouds.,0.40763253,0,0.5388507,1,0.4783367,0,,,,
SofS,c09,chc09_e2,"December 2, 1847","I have my quilt, which is nearly finished, and the scraps of fabric for my little rug, which I intend to work on in my spare time.",0.58714354,1,0.53883696,1,0.4073317,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","As he gulped at the water, others around him cried out.",0.09044462,0,0.5367829,1,0.64906096,1,,,,
SofS,c03,chc03_e20,"June 26, 1847","Only later, at breakfast, did Michael tell me that Ma was still alive, but that Connor said she was so feverish that she was not in her right mind.",0.20233402,0,0.5362895,1,0.60239273,1,,,,
SofS,c04,chc04_e12,"July 19, 1847","He is off to find Uncle Liam, whom he now takes to be his only living relative.",0.4879581,0,0.53563833,1,0.4821564,0,,,,
SofS,c08,chc08_e1,"November 4, 1847","Fanny says that ever after, her mother cautioned him to wear mittens while working with nails during winter.",0.079512954,0,0.5347499,1,0.6738568,1,,,,
SofS,c08,chc08_e1,"November 4, 1847",It has been so cold that the windows are frozen over and it is impossible to see through them.,0.07804671,0,0.53451717,1,0.6186062,1,,,,
SofS,c06,chc06_e7,"September 13, 1847","I wish Ma and Da were with me and that we had our own cosy house with a cow in the barn, and chickens, just like the Halls.",0.9031474,1,0.53413296,1,0.29236236,0,0,1,0,0
SofS,c05,chc05_e5,"August 7, 1847",He sold his land in the Gatineau Hills only a month ago and moved to where the land is even better.,0.8543191,1,0.5318442,1,0.31337023,0,,,,
SofS,c05,chc05_e18,"August 23, 1847",I do not want her ever to be sorry for the effort she has made to help me.,0.12653424,0,0.5312631,1,0.6421607,1,,,,
SofS,c05,chc05_e11,"August 13, 1847","She had considered that, even though it would mean giving up her children, but without any references and with no one to guarantee her as the sisters did me, she has had no luck.",0.3513768,0,0.5293064,1,0.5146639,1,,,,
SofS,c04,chc04_e8,"July 15, 1847","I left the boy with his booty and stumbled back to the house, trying hard not to weep the whole way.",0.05772395,0,0.5290784,1,0.70419645,1,,,,
SofS,c03,chc03_e21,"June 28, 1847",Kerry Keenan has been taken ashore to the hospital.,0.1554265,0,0.5289726,1,0.6366998,1,,,,
SofS,c02,chc02_e11,"May 14, 1847","It took her an eternity, but she returned with an extra-large portion of oatmeal.",0.20307319,0,0.5289589,1,0.5952003,1,,,,
SofS,c05,chc05_e16,"August 21, 1847",She said that she had a happy home but that she did not think it would stay happy if she employed someone who did not want to be there.,0.56930494,1,0.5275127,1,0.44699398,0,,,,
SofS,c03,chc03_e17,"June 23, 1847","If that cannot happen, then they demand food and fresh water.",0.14471604,0,0.52723503,1,0.6110357,1,,,,
SofS,c06,chc06_e4,"September 4, 1847","Mrs. Fenton and Fanny came to visit together with Fanny’s elder sister Elizabeth, who married last year and is on her way to meet her husband in Montreal.",0.8072884,1,0.52711195,1,0.36068785,0,,,,
SofS,c04,chc04_e12,"July 19, 1847","What a long and horrible day it was, and what a fine and generous person Sister Marie-France is.",0.31151792,0,0.52668303,1,0.53391594,1,,,,
SofS,c04,chc04_e18,"July 27, 1847","No matter how long I pounded at them, it was deemed insufficient to shake loose every speck of dirt.",0.08759217,0,0.52568626,1,0.63216066,1,,,,
SofS,c05,chc05_e7,"August 9, 1847","Sister Marie-France let me go for a brief time after I helped with the laundry, but I might as well have stayed back.",0.55889285,1,0.52528715,1,0.46434942,0,,,,
SofS,c05,chc05_e1,"August 1, 1847","Not I. I can read and write and do sums, thanks to Grandda, who was a schoolteacher in England before he came to Ireland and married Ma’s ma, and thanks to Ma, who was not ignorant either.",0.47126916,0,0.52494466,1,0.47399044,0,,,,
SofS,c08,chc08_e7,"November 20, 1847",I am ashamed to say that I was relieved that the death that had been foretold was not Mr. Hall’s.,0.12647758,0,0.5239661,1,0.6163399,1,,,,
SofS,c06,chc06_e1,"September 1, 1847","I fall into my bed each night, so tired I cannot keep my eyes open.",0.018953502,0,0.52349156,1,0.7817802,1,,,,
SofS,c08,chc08_e3,"November 10, 1847",Fanny taught me a song about sleigh-riding that she says is quite popular.,0.61661553,1,0.5229951,1,0.45310733,0,,,,
SofS,c02,chc02_e5,"May 8, 1847","When the name Leary was called, Da stepped forward with our tickets, and we were permitted to go below.",0.8701188,1,0.5181235,1,0.3218961,0,,,,
SofS,c03,chc03_e17,"June 23, 1847",Rumours are flying from passenger to passenger.,0.7015968,1,0.5174715,1,0.39307436,0,,,,
SofS,c03,chc03_e1,"June 1, 1847",He says one moose will feed a family for the whole winter.,0.7021858,1,0.516819,1,0.4310684,0,,,,
SofS,c04,chc04_e1,"July 3, 1847","And, oh, the stench from the mouldering straw beneath him!",0.015259581,0,0.5144837,1,0.76947516,1,,,,
SofS,c05,chc05_e13,"August 16, 1847",I am so tired at the end of each day.,0.055982243,0,0.51426804,1,0.7051005,1,,,,
SofS,c05,chc05_e14,"August 19, 1847",I ache to be where I belong.,0.40284428,0,0.51406693,1,0.52044034,1,,,,
SofS,c07,chc07_e12,"October 21, 1847","She has been called to her brother’s house to attend the funeral of her nephew, who perished after being thrown from a horse.",0.11194662,0,0.5128814,1,0.6673297,1,,,,
SofS,c05,chc05_e11,"August 13, 1847","She had no choice but to leave where she was, carrying one babe in her arms and tugging the other along behind her.",0.14671317,0,0.5127937,1,0.66504073,1,,,,
SofS,c03,chc03_e9,"June 13, 1847","He says she loves Michael and me both, but that she has weathered the passing of four babes now and that she loved each one of them too.",0.73711675,1,0.51260126,1,0.40629697,0,,,,
SofS,c03,chc03_e15,"June 21, 1847","The captain, for his part, always addressed Da as Mr. Leary and never condescended to him.",0.24193326,0,0.5096108,1,0.5883616,1,,,,
SofS,c05,chc05_e18,"August 23, 1847","When I had finished, she said, “And now you are sure?” I explained that Sister Marie-France had promised to write again to the postmaster in Bytown to tell him where I could be found.",0.78457046,1,0.50892454,1,0.35274774,0,,,,
SofS,c05,chc05_e16,"August 21, 1847","When I heard that, all the gladness flew from my heart.",0.4724787,0,0.5070591,1,0.49361372,0,,,,
SofS,c02,chc02_e15,"May 20, 1847","When he goes above, which is rarely, he covers his head with a shawl and stays behind his mother like a great shy hulk of a girl.",0.14205569,0,0.5051422,1,0.6463986,1,,,,
SofS,c05,chc05_e9,"August 11, 1847",She told me that many of those who are nursing the ill have sickened and died.,0.15970364,0,0.5018474,1,0.60905784,1,,,,
SofS,c02,chc02_e17,"May 22, 1847","Ma says she must tell the captain, for he has a medicine chest and may be able to help.",0.40782547,0,0.4971846,0,0.5448255,1,,,,
SofS,c09,chc09_e3,"December 3, 1847",The day was cold but bright and the snow hard and crisp under the runners of the sleigh.,0.18011849,0,0.49712908,0,0.53081566,1,,,,
SofS,c07,chc07_e12,"October 21, 1847",After Christmas the logging company will take them on again to transport the logs over the road to the edge of a river.,0.73111206,1,0.49665156,0,0.368252,0,,,,
SofS,c07,chc07_e9,"October 15, 1847","She is as quiet as a wee mouse inside the house and speaks only when she accompanies me outside to replenish the kindling, to gather cedar boughs for a new broom, or on some other small errand.",0.48803958,0,0.49584532,0,0.47996458,0,,,,
SofS,c08,chc08_e5,"November 16, 1847",Her grandmother caused a scandal by wedding an Englishman and raising her children in the English language.,0.25561118,0,0.49577183,0,0.60971147,1,,,,
SofS,c03,chc03_e1,"June 1, 1847","Daniel, who is only three, buries his head in Connor’s chest every time Kerry growls like a bear.",0.39540508,0,0.49495965,0,0.5857525,1,,,,
SofS,c04,chc04_e21,"July 31, 1847","If I ever hear that you again speak to my Peggy as you did today, you will be dismissed immediately.” I was so stunned that I did not know what to say.",0.17532271,0,0.49409875,0,0.6213389,1,,,,
